sigle;xml_id;form;lemma_id;lemma;sprachen;sense_ids;kontext
PUC;PUC_360851330_6;geprach;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;in kurtzen tagen ward begryffenn mit den febres vnd ward vnttergedruckt vnd **geprach** in creften vnd volbrachte seligklich den lauf seines tzeytlichen lebens fur war
PUC;PUC_420902300_0;geprachen;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;auch durch dy andern fursten des gepotes do brachten die wege auch **geprachen** die rete mit den io die man reich vnd arm mugen erkennen
PUC;PUC_661302260_4;geprechen;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;vnd sein dar nach worden frewnd item des jares leyde dye sunne **geprechen** vnd yst geuolgt ein grosse stercke der menschen anno domini xi c
PUC;PUC_751512050_9;geprach;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;leger bey lintz vnd do sy nu vii wochen do waren do **geprach** inn der speis vnd futerung vnd handelten do teyding tage vnd gegeben
PUC;PUC_771522250_7;gepruch;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;etlich ir eygene hewser vnd wonten in den welden dar vmb von **gepruch** der geerten ecker yst worden eyn grosser hunger darnach ward behemen vil
PUC;PUC_901661230_11;geprechen;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;dem oben geschicht gedechtnuss der do sprach nach dem als meyn geschlechte **geprechen** wirt leyden der sun so wirt denn rechen meines kindes kind den
TKR;TKR_1910230300_3;gepraucht;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3040;vnd wundirlich sich wendin du es dy wische schawit vnd dy chnie **gepraucht** das houbt es nider hilt der during ez im von dem libe
TRO;TRO_11287_6;gebrach;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3039;angestlich sît jâson hât verkepset mich und ich nie staete an im **gebrach** sô wirt an im sîn triuwe swach gerochen unde sol ich leben
VTC;VTC_396030120_0;gebrach;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;historia vnde die geschichte des ersten buches beczewget vnde synd das nw **gebrach** der menlichen komen seynes geslechtis so wirt hie nochyn deßem andern buche
VTC;VTC_396030280_1;gebrach;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;mit er wen dy menliche komne yn dem koniglichen geslechte der behemen **gebrach** itczunde vnde do treib her awß den herczogen von karinthien der do
VTC;VTC_402060570_0;gebrach;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;vater durch dy guten worth vnde falsche betregunge vnde legenhaftige globde dem **gebrach** gelt vnde kost alzo qwam der wynter das wir nicht kunden zcu
VTC;VTC_402060690_6;gebrach;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;von dem vaterlande do dis sach vnser vater das em dy czerunge **gebrach** das er nicht mehr krige noch gestreiten kunde do schickte her sich
VTC;VTC_404080050_4;gebrach;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;sachen dornoch sach vnser vater das em dy czerunge vnde dy kuste **gebrach** vnde her mochte vorbas den krig nicht leiden noch daulden mit den
WZB;WZB_114rb_12_0;gebrechen;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;den flus des samens wirt vnrein vnd denne wirt her gevrteilet dem **gebrechen** vnder zu ligen Wenne zu allen stunden seinem vleische an hengt vnd
WZB;WZB_121va_7_0;gebrechen;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;den trucken grint oder er sei zu rissen Ein yclicher der do **gebrechen** habe von dem samen des priesters der sol nicht zu treten zu
WZB;WZB_125ra_32_0;gebrechen;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;ein brechen ouge vmme ouge Czan vmme czan geb her wider Welchirlei **gebrechen** er im hat getan einen semlichen wirt her betwungen zu leiden Wer
WZB;WZB_184vb_14_0;gebrechen;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;ŏlgerten wachsen erde des oles vnd des honigs do du an allen **gebrechen** issest dein brot vnd aller dinge vbervlussicheit gebrouchest des steine eisen sint
WZB;WZB_223va_5_0;gebrechen;lemma_1979;gebrechen;Einzelsprachen;lemma_1979_sense_3041;seit Und also vnder dem vluche werdet ir sein vnd nicht wirt **gebrechen** von ewerm geslechte holcz hower vnd wasser trager in meines herren gotes
ABS;ABS_530010_10;mell;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;ainem jussel zuo ainem bachem in ainem jussel niem geriben käss und **mell** und schlach daran ayer und bewürczs es wol und knitz under ainandren
ABS;ABS_570020_4;mell;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;und schnid die butzen davon und mach ainen dünnen taig von wissem **mell** und güss ain wenig wins darinn und färbs und bewürczs und züch
FWWB;FWWB_1010_7;mel;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;ein gebackens recipe das weiß von eyern vnd weissen **mel** vnd mach ein past dar von reib in lang schneid clein stucklin
FWWB;FWWB_2050_13;mel;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;dar auff so du eß machen wilt schmer die pfan vnd streu **mel** dar jnn vnd schut es wider vmb vnd geuß dan den past
GSP;GSP_5504000_4;mele;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;in denne in milich die do si von mandel gemachet mit ris **mele** wol gemenget vnd ein wenic smaltzes dor in geton vnd mit erwellet
GSP;GSP_6403000_8;mele;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;hacke in cleine vnd mengez wol mit guoter mandelmilich vnd mit ris **mele** vnd wol gesoten aber ein vasten muos gemachet wol mit mandel milich
GSP;GSP_7405000_5;melwe;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;ein tuoch vnd ein schaub drunder vnd mache ein teyc von semel **melwe** vnd wille daz mit eyner wellen vnd leg des gesoten mandels dor
JT;JT_12454000_3;mel;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;niht enjehe dem wer unkunt richeit der fursten kunne swem iz sin **mel** niht swende den bit ich daz er uns der rede gunne daz
JT;JT_41532000_3;gemilwet;lemma_4067;mël;Lateinisch;lemma_4067_sense_6390;von noeten wart gehilwet dem lufte sin klare lueter diu erde clein **gemilwet** darzuo gras bluomen wurtze unde krueter kein pulver wart getempert nie so
SUB1;SUB1_62020_4;mellem;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;crawt decoque alba copita olerum et recipe partem sinapis et unam partem **mellem** et misce cum vino carui et an et in pane olera /
WZB;WZB_100rb_14_5;meles;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;der priester in einer gedechtnusse der gabe Ein teil des zu brochen **meles** vnd gar den weirouch etcetera Und III ist das sein opfer ist
WZB;WZB_100rb_7_1;meles;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;derre sie mit few̆er vnd zu brich sie noch dem siten des **meles** Und also opfer die erste gabe vnserm herren giessende dor ouf ŏl
WZB;WZB_135va_16_0;meles;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;sie zu dem priester vnd opfer vor sie das czehende teil gersteines **meles** einer mas die do heisset sat Nicht giesse er ol dor ouf
WZB;WZB_15rb_34_5;meles;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;geczelte zu vnd sprach zu ir Eile vnd mische drei maz semel **meles** vnd mache vnder der aschen brot Her vorwar lief zu der hert
WZB;WZB_41rb_12_5;meles;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;sprach Ich hab gesehen einen trovm wie das ich hette drei kŏrbe **meles** ouf meinem houbte Und in einem korbe der do was der allir
WZB;WZB_65vb_24_5;mel;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;endlich sprechende Wir werden alle sterben Das volk aber hub ouf begossens **mel** e man das gesourteigte vnd bant das in tucher vnd legten das
WZB;WZB_66ra_9_3;mel;lemma_4067;mël;Lateinisch;lemma_4067_sense_6392;allerlei geslechte ane czal vnd gar vil Nu cochten sie das begosne **mel** das si mit in bracht hetten von vnd machten vnder der aschen
AXU;AXU_14669_1;clâre;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;ûf der ouwe leucadê man sagt mir daz dâ nâhen gê daz **clâre** wazzer sabîns dâ gâwân holt mit valle zins do er orgelûsen brâhte
AXU;AXU_8766_4;clâren;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;die helfe getrûwen ir alexander ûf daz velt hin dan vür der **clâren** gezelt der fürste was erbeizet daz zuht und tugent heizet wonte des
DGA;DGA_202003000_2;klâr;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;schônsten in den landen dâ man aller frouwen muoz geswîgen ir ougen **klâr** ir wîzen handen swâ si wonet dar muoz ich iemer nîgen müeste
DGM;DGM_180_2;klar;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;sweben enmiten in dem bach und sach uf ietlicher sunderbar dri bluottropfen **klar** die pfaffen ruoft er bald an das si mit im söltint gan
DUE;DUE_2005000_7;klâr;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;sô füer daz ouge mîn ermeien sich dort in ir liehten ougen **klâr** für daz grüene loup ir valwez hâr wil ich iemer gerne prîsen
DUE;DUE_4005000_2;klâr;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;vil gewaltes hân daz ir lachen mînem herzen fröide birt ir ougen **klâr** erliuhtent in mîns herzen grunt alse ein rôse rôt ist ir der
GOL;GOL_909_6;klâr;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;ist wâr ze strîte niht gewahsen iurn schilt und iuwern helm sô **klâr** den vüerent hin zen sahsen dâ zerbrechent ir iur sper ir vindent
KVM;KVM_3239000016_7;klâren;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;wan ist von den gerben des ezzens wan ez nimpt allein die **klâren** fäuhten von dem magen aber die gerben gênt irn weg zuo der
MRB;MRB_50107_4;klâr;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;und versuochet ez baz bezzer wirt ez umbe daz lûter schoener unde **klâr** swaz ich singe daz ist wâr gluotes ez iemer mê ez wurde
NEIC;NEIC_107050_2;klaren;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;sie sich saczten alle so zuhant da schanckt man ein den vil **klaren** osterwein den truncken sie mit schalle er sprach und wolt ir gogelfur
NEIC;NEIC_1903110_3;klar;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;har gris gefar das kumpt von irer schulde gar ir spilende augen **klar** nemen mein vil lúczel war so die meinen plicken dar on gúnterfaitt
SGE;SGE_231_1;claren;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;es was ains menschen hirenschal darein schankt der wirt oun wal den **claren** wein er sprach zuo ir se nim hin und trink von mir
SHR;SHR_102030_3;klâr;lemma_3330;klâr;Lateinisch;lemma_3330_sense_81810;sendes kumbers al ze vil wengel rôsenvar wol gestellet kinne ougen lûter **klâr** minneklîchiu tinne hât si diu mir krenket leben unde lîp hei saelig
ANN;ANN_29070_4;agrippa;lemma_87;Agrippa;Griechisch Lateinisch;lemma_87_sense_109;geheizan diu stifte ein sîn stîfsun drûsus genanter duo ward gesant heirro **agrippa** daz her diu lant birehta daz her eini burg worhte ci diu
JEW;JEW_2189500000_0;agrippâ;lemma_87;Agrippa;Griechisch Lateinisch;lemma_87_sense_109;iu nennen kan der ein hiez cyrinus den andern nennet man alsus **agrippâ** sô hiez sîn nam er was ein man âne scham cyrinum sant
JEW;JEW_2190100000_2;agrippam;lemma_87;Agrippa;Griechisch Lateinisch;lemma_87_sense_109;gewan daz selb lant mit strît in der selben zît sant er **agrippam** zuo dem rîn der bout ein stat diu kund niht sîn bezzer
JEW;JEW_2190500000_5;agrippâ;lemma_87;Agrippa;Griechisch Lateinisch;lemma_87_sense_109;ir nam ich an dem buoch las er hiez sie nâch im **agrippâ** sît wart ir nam verkêrt dâ unde wart köln genant als si
KCR;KCR_6430_0;agrippâ;lemma_87;Agrippa;Griechisch Lateinisch;lemma_87_sense_109;wart gesant uns allen ze trôste der uns von dem cinse relôste **agrippâ** wart duo gesant daz er ze rîne berihte daz lant aine burch
SAX;SAX_849300_0;agrippa;lemma_87;Agrippa;Griechisch Lateinisch;lemma_87_sense_109;dem land zu syrey philetas der hab illerey so hab cassander carey **agrippa** das lannd media phiton hab susamariam symeon der schreiber mein der sol
CRO;CRO_2140000_7;maten;lemma_4015;mate;Lateinisch;lemma_4015_sense_6318;er widder vber was gewaten auch da er sin rosz an der **maten** da vor hett gebonden vil gering hatt er es fonden da er
FLO;FLO_2326_5;maten;lemma_4015;mate;Lateinisch;lemma_4015_sense_6318;sprechen solte nâch tôde sô daz geschiht daz sî mich an der **maten** siht dâ wir ein ander suln sehen als ich die wîsen hoere
LZ;LZ_2671_6;maten;lemma_4015;mate;Lateinisch;lemma_4015_sense_6318;bî der niwen stat ze djoflê ich sag iu von der selben **maten** dâ vindet menlich sînen gaten swes sô man tuon wil beidiu ze
LZ;LZ_3327_5;maten;lemma_4015;mate;Lateinisch;lemma_4015_sense_6318;genomen nu was ein ander fürste komen durch gewin ûf die selben **maten** der het gerech ze allen staten zweihundert ritter wol gemuot er selbe
RVBR;RVBR_15800_4;maten;lemma_4015;mate;Lateinisch;lemma_4015_sense_6318;suohten den kam sîn güete ie ze staten hôhvart smæhe kan wol **maten** sîn vil helfelîcher trôst der mag uns ouch wol erlôst tuon und
DA;DA_632_0;getiutet;lemma_1176;diuten;Einzelsprachen;lemma_1176_sense_1858;turnieren tanzen unde schouwen höveschen zuo den frouwen daz ist daran ergraben **getiutet** mit den buochstaben der hûse hât mîn herre vil der volget im
JT;JT_21041000_9;duete;lemma_1176;diuten;Einzelsprachen;lemma_1176_sense_1859;tugend bluomen zeinem kranze und gentaflors ein bluome der werden diet ze **duete** nach tugend lebens ruome wurden nie getouft so werde luete die schilt
JT;JT_36971000_2;diute;lemma_1176;diuten;Einzelsprachen;lemma_1176_sense_1859;dar nach mit tjoste ypomidon ein glevin da durch stachte groz ze **diute** sehende von golde ein schrift im obende rich und verre brehende uz
LZ;LZ_6589_3;getiute;lemma_1176;diuten;Einzelsprachen;lemma_1176_sense_1859;im ze tuonne gezam daz er daz allez vernam mit einer hande **getiute** ez enwurden nie liute baz enpfangen dan die fünf man der wirt
PUC;PUC_841612120_9;apparat;lemma_45055;apparatus;Lateinisch;lemma_45055_sense_70200;heyligkeyten vnd volck mangerley landes auch yst worden ein grosser scheyn der **apparat** der edlen als sich zymet der kuniglichen wirdigkeyt aber nach dreyen tagen
PUC;PUC_901682040_0;apparat;lemma_45055;apparatus;Lateinisch;lemma_45055_sense_70200;sich denn tzymet der kunglichen mechtigkeyt vnd zum letzten do nu all **apparat** vnd apparat berayt waren tzu dem erwirdigenn veste vnd becleydet dy wender
PUC;PUC_901682040_2;apparat;lemma_45055;apparatus;Lateinisch;lemma_45055_sense_70200;tzymet der kunglichen mechtigkeyt vnd zum letzten do nu all apparat vnd **apparat** berayt waren tzu dem erwirdigenn veste vnd becleydet dy wender der hewß
JT;JT_41014000_4;presse;lemma_4727;pressen;Französisch;lemma_4727_sense_7319;zesamne bresten kunden mit so grozer kraft zemale als obs in einer **presse** legen dem was da gelich ir quale disen kumber truogen die an
JT;JT_8832000_4;presse;lemma_4727;pressen;Französisch;lemma_4727_sense_7319;ouch vil an zesse getusset wart ir wunder als obs in einer **presse** betwungen weren samt und nicht besunder fuoren si mit kraft e si
JT;JT_9771000_4;presse;lemma_4727;pressen;Französisch;lemma_4727_sense_7319;vinden den vriunden gar ein sueze rosen bluete recht als in einer **presse** din herze wer betwenget swa daz zu tuon icht wesse solde sich
OVW;OVW_1020020010_4;lawres;lemma_31094;lûre;Lateinisch;lemma_31094_sense_48700;zu krachen wachen sunder swachen machen lieplich zaff der knab erschrack aus **lawres** wän sag lieb wie sol ich das verstän das mich dein zärtlich
WVO;WVO_810400_6;luere;lemma_31094;lûre;Lateinisch;lemma_31094_sense_48700;owe ach und ach sprach diu zart gehuere her tot wend iwer **luere** minen man hie sterben mich ze angesiht enterben aller miner saelden sus
KU;KU_11093_2;messe;lemma_4101;missa;Lateinisch;lemma_4101_sense_107727;îsen niht geslagen von glockenspîse gozzen sô wir hoeren sagen von spânischem **messe** wâren si gebunden daz den guoten helden die magnêten niht geschaden kunden
NLB;NLB_4412_2;messe;lemma_4101;missa;Lateinisch;lemma_4101_sense_107727;harte vreislîchen sneit von des gêres swaere hoeret wunder sagen wol vierdehalbiu **messe** was dar zuo geslagen den truogen kûme drîe prünhilde man gunther der
JT;JT_38674000_12;wicke;lemma_7555;wicke;Lateinisch;lemma_7555_sense_12340;blicke in eine krame riche und im der volget nicht umb eine **wicke** vor allen dingen here des wunsches ubergulde daz ist werltlich ere swa
NEI;NEI_11210080_5;wicke;lemma_7555;wicke;Lateinisch;lemma_7555_sense_12342;mir alda bekannt luppfrid epp vnd engelhart ich acht ir als ein **wicke** als ich euch mit augen aneplick vor yne trag ich grawen part
RVBR;RVBR_2467_3;mort;lemma_10599;mort;Französisch;lemma_10599_sense_16994;sich nâ minne biuget und doch mit kusse triuget der tuot offenlîche **mort** küssen ist ein solich hort dâ mit man leit vernihtet und vîentschaft
JT;JT_15731000_7;zeduete;lemma_16195;zediuten;Einzelsprachen;lemma_16195_sense_27884;buten uf genade ir hende franzois etslicher kunde ein teil vil wol **zeduete** daz in geleites gunde kunic kailet da riten sine luete si sprachen
AXW;AXW_384300_2;exidiaces;lemma_30204;Exidiaces;Griechisch;lemma_30204_sense_47341;alle land ain land lag da pey die leut genosophist daz lant **exidiaces** hiezz allexander an sie stiezz seinen zorn und gewalt sie teten im
PL2;PL2_202516_5;engebrach;lemma_38870;engebrechen;Einzelsprachen;lemma_38870_sense_60680;essen sasse er was alle gewappent mit roten wappen das yme nichtis **engebrach** er sach umbsich allenthalben hin und her darnach hup er an zu
PUC;PUC_881642110_5;geprechenhaftig;lemma_45182;gebrechenhaft;Einzelsprachen;lemma_45182_sense_70454;guttet gethan het vnd begryffen wart ytzund mit dem alter vnd wart **geprechenhaftig** in den kreften er starb welchem nachvolgett sein sun der eynig erb
GWTK;GWTK_369212154400_1;soldamie;lemma_65469;soldanîe;Arabisch;lemma_65469_sense_102464;hette er gar inne mitt wer waz im dientt so frye iewederre **soldamie** daz was da gar gemaine under ton dem fürsten raine ob zwölff
